Temperature (K)	Pressure (bar)	Density (g/ml)	Volume (ml/g)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Surf. Tension (N/m)	Phase
215.80	4.2000	0.50231	1.9908	78.082	78.918	0.39164	1.4614	2.6126	1071.1	-0.028787	115.81	0.13813	0.011326	liquid
215.80	4.2000	0.0077541	128.96	467.54	521.70	2.4434	1.2581	1.6771	254.53	2.7988	6.7595	0.012634	undefined	vapor
216.21	4.2667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
216.21	4.2667	0.50173	1.9931	79.145	79.995	0.39656	1.4620	2.6156	1067.8	-0.028527	115.27	0.13777	0.011264	liquid
216.21	4.2667	0.0078711	127.05	467.87	522.08	2.4412	1.2602	1.6812	254.55	2.7874	6.7729	0.012684	undefined	vapor
216.62	4.3333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
216.62	4.3333	0.50115	1.9954	80.196	81.061	0.40143	1.4626	2.6187	1064.5	-0.028268	114.74	0.13741	0.011202	liquid
216.62	4.3333	0.0079880	125.19	468.20	522.45	2.4391	1.2623	1.6852	254.57	2.7762	6.7861	0.012733	undefined	vapor
217.02	4.4000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
217.02	4.4000	0.50058	1.9977	81.237	82.116	0.40623	1.4632	2.6217	1061.3	-0.028010	114.22	0.13705	0.011142	liquid
217.02	4.4000	0.0081049	123.38	468.52	522.81	2.4369	1.2644	1.6892	254.58	2.7651	6.7992	0.012782	undefined	vapor
217.41	4.4667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
217.41	4.4667	0.50001	2.0000	82.267	83.160	0.41098	1.4637	2.6247	1058.1	-0.027752	113.71	0.13670	0.011081	liquid
217.41	4.4667	0.0082218	121.63	468.84	523.17	2.4348	1.2665	1.6932	254.60	2.7543	6.8122	0.012830	undefined	vapor
217.81	4.5333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
217.81	4.5333	0.49945	2.0022	83.287	84.194	0.41567	1.4643	2.6277	1055.0	-0.027495	113.21	0.13636	0.011022	liquid
217.81	4.5333	0.0083387	119.92	469.16	523.52	2.4327	1.2685	1.6972	254.61	2.7436	6.8250	0.012878	undefined	vapor
218.19	4.6000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
218.19	4.6000	0.49889	2.0045	84.296	85.218	0.42031	1.4649	2.6307	1051.9	-0.027238	112.71	0.13602	0.010963	liquid
218.19	4.6000	0.0084556	118.26	469.47	523.87	2.4307	1.2705	1.7012	254.62	2.7332	6.8377	0.012926	undefined	vapor
218.58	4.6667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
218.58	4.6667	0.49834	2.0067	85.296	86.232	0.42489	1.4655	2.6336	1048.8	-0.026982	112.23	0.13568	0.010905	liquid
218.58	4.6667	0.0085725	116.65	469.78	524.22	2.4287	1.2725	1.7051	254.63	2.7229	6.8503	0.012974	undefined	vapor
218.96	4.7333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
218.96	4.7333	0.49779	2.0089	86.286	87.237	0.42942	1.4660	2.6366	1045.7	-0.026726	111.75	0.13534	0.010848	liquid
218.96	4.7333	0.0086893	115.08	470.08	524.55	2.4267	1.2745	1.7091	254.64	2.7128	6.8628	0.013021	undefined	vapor
219.33	4.8000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
219.33	4.8000	0.49724	2.0111	87.267	88.232	0.43390	1.4666	2.6396	1042.7	-0.026471	111.27	0.13501	0.010791	liquid
219.33	4.8000	0.0088062	113.56	470.38	524.89	2.4247	1.2764	1.7130	254.64	2.7029	6.8752	0.013068	undefined	vapor
219.70	4.8667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
219.70	4.8667	0.49670	2.0133	88.238	89.218	0.43833	1.4672	2.6425	1039.7	-0.026216	110.81	0.13469	0.010735	liquid
219.70	4.8667	0.0089231	112.07	470.68	525.22	2.4228	1.2784	1.7169	254.65	2.6931	6.8875	0.013114	undefined	vapor
220.07	4.9333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
220.07	4.9333	0.49617	2.0154	89.201	90.195	0.44271	1.4678	2.6455	1036.8	-0.025961	110.35	0.13436	0.010679	liquid
220.07	4.9333	0.0090399	110.62	470.97	525.54	2.4209	1.2803	1.7207	254.65	2.6835	6.8997	0.013161	undefined	vapor
220.43	5.0000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
220.43	5.0000	0.49564	2.0176	90.155	91.164	0.44705	1.4683	2.6484	1033.8	-0.025707	109.89	0.13404	0.010624	liquid
220.43	5.0000	0.0091568	109.21	471.26	525.86	2.4190	1.2822	1.7246	254.65	2.6741	6.9117	0.013207	undefined	vapor
220.80	5.0667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
220.80	5.0667	0.49511	2.0197	91.101	92.124	0.45134	1.4689	2.6513	1030.9	-0.025454	109.44	0.13373	0.010570	liquid
220.80	5.0667	0.0092737	107.83	471.54	526.18	2.4172	1.2841	1.7284	254.65	2.6648	6.9237	0.013252	undefined	vapor
221.15	5.1333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
221.15	5.1333	0.49459	2.0219	92.038	93.076	0.45559	1.4695	2.6543	1028.0	-0.025201	109.00	0.13342	0.010516	liquid
221.15	5.1333	0.0093906	106.49	471.82	526.49	2.4154	1.2859	1.7323	254.64	2.6556	6.9356	0.013298	undefined	vapor
221.51	5.2000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
221.51	5.2000	0.49407	2.0240	92.967	94.019	0.45979	1.4701	2.6572	1025.2	-0.024948	108.57	0.13311	0.010463	liquid
221.51	5.2000	0.0095075	105.18	472.10	526.79	2.4136	1.2878	1.7361	254.64	2.6466	6.9474	0.013343	undefined	vapor
221.86	5.2667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
221.86	5.2667	0.49356	2.0261	93.888	94.955	0.46395	1.4706	2.6601	1022.4	-0.024695	108.14	0.13280	0.010410	liquid
221.86	5.2667	0.0096244	103.90	472.37	527.10	2.4118	1.2896	1.7399	254.63	2.6378	6.9591	0.013388	undefined	vapor
222.20	5.3333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
222.20	5.3333	0.49304	2.0282	94.802	95.883	0.46807	1.4712	2.6630	1019.6	-0.024443	107.72	0.13250	0.010358	liquid
222.20	5.3333	0.0097413	102.66	472.64	527.39	2.4100	1.2914	1.7436	254.62	2.6291	6.9707	0.013433	undefined	vapor
222.55	5.4000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
222.55	5.4000	0.49254	2.0303	95.707	96.804	0.47215	1.4718	2.6659	1016.8	-0.024191	107.30	0.13220	0.010306	liquid
222.55	5.4000	0.0098582	101.44	472.91	527.69	2.4083	1.2932	1.7474	254.61	2.6205	6.9822	0.013477	undefined	vapor
222.89	5.4667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
222.89	5.4667	0.49203	2.0324	96.606	97.717	0.47619	1.4723	2.6688	1014.0	-0.023939	106.89	0.13190	0.010255	liquid
222.89	5.4667	0.0099752	100.25	473.18	527.98	2.4066	1.2950	1.7512	254.60	2.6121	6.9936	0.013521	undefined	vapor
223.23	5.5333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
223.23	5.5333	0.49153	2.0344	97.497	98.623	0.48019	1.4729	2.6717	1011.3	-0.023688	106.48	0.13161	0.010204	liquid
223.23	5.5333	0.010092	99.087	473.44	528.27	2.4049	1.2968	1.7549	254.59	2.6038	7.0050	0.013565	undefined	vapor
223.56	5.6000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
223.56	5.6000	0.49104	2.0365	98.381	99.522	0.48415	1.4735	2.6746	1008.6	-0.023436	106.08	0.13132	0.010154	liquid
223.56	5.6000	0.010209	97.952	473.70	528.55	2.4032	1.2986	1.7586	254.58	2.5956	7.0163	0.013609	undefined	vapor
223.89	5.6667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
223.89	5.6667	0.49055	2.0385	99.258	100.41	0.48808	1.4740	2.6775	1005.9	-0.023185	105.68	0.13103	0.010104	liquid
223.89	5.6667	0.010326	96.842	473.95	528.83	2.4016	1.3003	1.7624	254.57	2.5876	7.0275	0.013653	undefined	vapor
224.22	5.7333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
224.22	5.7333	0.49006	2.0406	100.13	101.30	0.49197	1.4746	2.6803	1003.2	-0.022935	105.29	0.13074	0.010055	liquid
224.22	5.7333	0.010443	95.756	474.21	529.11	2.3999	1.3021	1.7661	254.55	2.5796	7.0386	0.013696	undefined	vapor
224.55	5.8000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
224.55	5.8000	0.48957	2.0426	100.99	102.18	0.49582	1.4752	2.6832	1000.6	-0.022684	104.90	0.13046	0.010006	liquid
224.55	5.8000	0.010560	94.695	474.46	529.38	2.3983	1.3038	1.7698	254.53	2.5718	7.0496	0.013739	undefined	vapor
224.87	5.8667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
224.87	5.8667	0.48909	2.0446	101.85	103.05	0.49964	1.4757	2.6861	997.94	-0.022434	104.52	0.13018	0.0099576	liquid
224.87	5.8667	0.010677	93.656	474.70	529.65	2.3967	1.3055	1.7734	254.52	2.5641	7.0606	0.013782	undefined	vapor
225.19	5.9333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
225.19	5.9333	0.48861	2.0466	102.70	103.91	0.50343	1.4763	2.6889	995.34	-0.022183	104.14	0.12990	0.0099097	liquid
225.19	5.9333	0.010794	92.640	474.95	529.92	2.3952	1.3072	1.7771	254.50	2.5565	7.0715	0.013825	undefined	vapor
225.51	6.0000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
225.51	6.0000	0.48813	2.0486	103.54	104.77	0.50718	1.4769	2.6918	992.76	-0.021933	103.76	0.12963	0.0098622	liquid
225.51	6.0000	0.010912	91.646	475.19	530.18	2.3936	1.3089	1.7808	254.48	2.5491	7.0823	0.013867	undefined	vapor
225.82	6.0667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
225.82	6.0667	0.48765	2.0506	104.38	105.63	0.51090	1.4774	2.6947	990.19	-0.021683	103.39	0.12935	0.0098151	liquid
225.82	6.0667	0.011029	90.672	475.43	530.44	2.3921	1.3105	1.7844	254.45	2.5417	7.0931	0.013909	undefined	vapor
226.14	6.1333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
226.14	6.1333	0.48718	2.0526	105.22	106.47	0.51459	1.4780	2.6975	987.65	-0.021433	103.03	0.12908	0.0097684	liquid
226.14	6.1333	0.011146	89.719	475.67	530.69	2.3905	1.3122	1.7881	254.43	2.5344	7.1038	0.013952	undefined	vapor
226.45	6.2000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
226.45	6.2000	0.48672	2.0546	106.04	107.32	0.51824	1.4786	2.7004	985.12	-0.021184	102.67	0.12882	0.0097221	liquid
226.45	6.2000	0.011263	88.785	475.90	530.95	2.3890	1.3138	1.7917	254.41	2.5273	7.1144	0.013994	undefined	vapor
226.76	6.2667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
226.76	6.2667	0.48625	2.0566	106.86	108.15	0.52187	1.4791	2.7032	982.61	-0.020934	102.31	0.12855	0.0096762	liquid
226.76	6.2667	0.011380	87.870	476.13	531.20	2.3875	1.3155	1.7954	254.38	2.5202	7.1250	0.014035	undefined	vapor
227.06	6.3333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
227.06	6.3333	0.48579	2.0585	107.68	108.98	0.52547	1.4797	2.7060	980.12	-0.020685	101.96	0.12829	0.0096307	liquid
227.06	6.3333	0.011498	86.973	476.36	531.45	2.3860	1.3171	1.7990	254.36	2.5133	7.1355	0.014077	undefined	vapor
227.36	6.4000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
227.36	6.4000	0.48533	2.0605	108.49	109.81	0.52904	1.4802	2.7089	977.65	-0.020435	101.61	0.12803	0.0095856	liquid
227.36	6.4000	0.011615	86.095	476.59	531.69	2.3846	1.3187	1.8026	254.33	2.5064	7.1459	0.014118	undefined	vapor
227.66	6.4667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
227.66	6.4667	0.48487	2.0624	109.29	110.62	0.53257	1.4808	2.7117	975.19	-0.020186	101.26	0.12777	0.0095408	liquid
227.66	6.4667	0.011732	85.233	476.81	531.93	2.3831	1.3203	1.8062	254.31	2.4996	7.1563	0.014159	undefined	vapor
227.96	6.5333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
227.96	6.5333	0.48442	2.0643	110.09	111.44	0.53609	1.4814	2.7146	972.76	-0.019936	100.92	0.12751	0.0094965	liquid
227.96	6.5333	0.011850	84.389	477.04	532.17	2.3817	1.3219	1.8098	254.28	2.4929	7.1666	0.014201	undefined	vapor
228.26	6.6000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
228.26	6.6000	0.48396	2.0663	110.88	112.25	0.53957	1.4819	2.7174	970.34	-0.019687	100.58	0.12726	0.0094524	liquid
228.26	6.6000	0.011967	83.561	477.26	532.41	2.3803	1.3235	1.8134	254.25	2.4864	7.1769	0.014241	undefined	vapor
228.55	6.6667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
228.55	6.6667	0.48351	2.0682	111.67	113.05	0.54302	1.4825	2.7202	967.93	-0.019438	100.25	0.12700	0.0094088	liquid
228.55	6.6667	0.012085	82.748	477.47	532.64	2.3789	1.3251	1.8170	254.22	2.4799	7.1871	0.014282	undefined	vapor
228.85	6.7333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
228.85	6.7333	0.48307	2.0701	112.45	113.85	0.54645	1.4830	2.7231	965.55	-0.019189	99.916	0.12675	0.0093655	liquid
228.85	6.7333	0.012202	81.951	477.69	532.87	2.3775	1.3266	1.8206	254.19	2.4735	7.1973	0.014323	undefined	vapor
229.14	6.8000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
229.14	6.8000	0.48262	2.0720	113.23	114.64	0.54985	1.4836	2.7259	963.18	-0.018939	99.589	0.12650	0.0093225	liquid
229.14	6.8000	0.012320	81.169	477.90	533.10	2.3761	1.3282	1.8242	254.16	2.4671	7.2074	0.014363	undefined	vapor
229.42	6.8667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
229.42	6.8667	0.48218	2.0739	114.00	115.43	0.55323	1.4841	2.7287	960.82	-0.018690	99.264	0.12626	0.0092799	liquid
229.42	6.8667	0.012438	80.401	478.12	533.32	2.3747	1.3297	1.8277	254.12	2.4609	7.2174	0.014404	undefined	vapor
229.71	6.9333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
229.71	6.9333	0.48174	2.0758	114.77	116.21	0.55658	1.4847	2.7315	958.48	-0.018441	98.943	0.12601	0.0092376	liquid
229.71	6.9333	0.012555	79.647	478.32	533.55	2.3734	1.3313	1.8313	254.09	2.4547	7.2274	0.014444	undefined	vapor
229.99	7.0000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
229.99	7.0000	0.48130	2.0777	115.54	116.99	0.55991	1.4853	2.7343	956.16	-0.018192	98.625	0.12577	0.0091956	liquid
229.99	7.0000	0.012673	78.907	478.53	533.77	2.3720	1.3328	1.8349	254.05	2.4487	7.2374	0.014484	undefined	vapor
230.27	7.0667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
230.27	7.0667	0.48087	2.0796	116.29	117.76	0.56321	1.4858	2.7372	953.85	-0.017942	98.310	0.12553	0.0091539	liquid
230.27	7.0667	0.012791	78.181	478.74	533.98	2.3707	1.3343	1.8384	254.02	2.4427	7.2473	0.014524	undefined	vapor
230.55	7.1333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
230.55	7.1333	0.48043	2.0815	117.05	118.53	0.56649	1.4864	2.7400	951.55	-0.017693	97.999	0.12529	0.0091126	liquid
230.55	7.1333	0.012909	77.467	478.94	534.20	2.3694	1.3358	1.8420	253.98	2.4367	7.2571	0.014563	undefined	vapor
230.83	7.2000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
230.83	7.2000	0.48000	2.0833	117.80	119.30	0.56975	1.4869	2.7428	949.27	-0.017443	97.690	0.12505	0.0090715	liquid
230.83	7.2000	0.013027	76.766	479.14	534.41	2.3681	1.3373	1.8455	253.95	2.4309	7.2669	0.014603	undefined	vapor
231.11	7.2667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
231.11	7.2667	0.47957	2.0852	118.54	120.06	0.57298	1.4875	2.7456	947.00	-0.017194	97.384	0.12482	0.0090308	liquid
231.11	7.2667	0.013144	76.077	479.34	534.62	2.3668	1.3388	1.8491	253.91	2.4251	7.2767	0.014642	undefined	vapor
231.38	7.3333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
231.38	7.3333	0.47915	2.0870	119.28	120.81	0.57619	1.4880	2.7484	944.75	-0.016944	97.081	0.12458	0.0089904	liquid
231.38	7.3333	0.013262	75.401	479.54	534.83	2.3655	1.3403	1.8526	253.87	2.4194	7.2864	0.014682	undefined	vapor
231.65	7.4000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
231.65	7.4000	0.47872	2.0889	120.02	121.57	0.57937	1.4886	2.7512	942.51	-0.016695	96.781	0.12435	0.0089502	liquid
231.65	7.4000	0.013381	74.735	479.73	535.04	2.3642	1.3418	1.8562	253.83	2.4138	7.2961	0.014721	undefined	vapor
231.92	7.4667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
231.92	7.4667	0.47830	2.0907	120.75	122.31	0.58254	1.4891	2.7541	940.29	-0.016445	96.484	0.12412	0.0089104	liquid
231.92	7.4667	0.013499	74.082	479.93	535.24	2.3630	1.3432	1.8597	253.79	2.4082	7.3057	0.014760	undefined	vapor
232.19	7.5333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
232.19	7.5333	0.47788	2.0926	121.48	123.06	0.58568	1.4897	2.7569	938.08	-0.016195	96.190	0.12389	0.0088708	liquid
232.19	7.5333	0.013617	73.439	480.12	535.44	2.3617	1.3447	1.8632	253.75	2.4027	7.3153	0.014799	undefined	vapor
232.46	7.6000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
232.46	7.6000	0.47746	2.0944	122.20	123.80	0.58880	1.4902	2.7597	935.88	-0.015945	95.898	0.12367	0.0088316	liquid
232.46	7.6000	0.013735	72.807	480.31	535.64	2.3605	1.3462	1.8668	253.71	2.3973	7.3248	0.014838	undefined	vapor
232.73	7.6667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
232.73	7.6667	0.47704	2.0962	122.92	124.53	0.59190	1.4908	2.7625	933.69	-0.015695	95.609	0.12344	0.0087925	liquid
232.73	7.6667	0.013853	72.185	480.50	535.84	2.3593	1.3476	1.8703	253.67	2.3919	7.3343	0.014876	undefined	vapor
232.99	7.7333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
232.99	7.7333	0.47663	2.0981	123.64	125.26	0.59499	1.4913	2.7653	931.52	-0.015445	95.323	0.12322	0.0087538	liquid
232.99	7.7333	0.013972	71.574	480.69	536.04	2.3580	1.3490	1.8738	253.63	2.3866	7.3437	0.014915	undefined	vapor
233.25	7.8000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
233.25	7.8000	0.47622	2.0999	124.35	125.99	0.59805	1.4919	2.7681	929.36	-0.015195	95.039	0.12300	0.0087154	liquid
233.25	7.8000	0.014090	70.973	480.87	536.23	2.3568	1.3505	1.8773	253.58	2.3814	7.3532	0.014953	undefined	vapor
233.51	7.8667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
233.51	7.8667	0.47581	2.1017	125.06	126.71	0.60109	1.4924	2.7709	927.21	-0.014945	94.757	0.12277	0.0086772	liquid
