Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
285.63	31.914	366.14	0.0027312	286.26	294.98	1.2258	1.6897	4.4655	454.16	0.13377	48.101	0.080763	0.0017446	66.994	0.014927	496.79	544.43	2.0991	1.7675	4.2391	221.94	1.7123	10.442	0.029202
285.68	31.947	365.99	0.0027323	286.44	295.17	1.2264	1.6901	4.4705	453.66	0.13416	48.063	0.080726	0.0017394	67.092	0.014905	496.77	544.38	2.0988	1.7681	4.2468	221.89	1.7118	10.447	0.029231
285.73	31.981	365.84	0.0027334	286.61	295.36	1.2271	1.6904	4.4756	453.16	0.13455	48.024	0.080690	0.0017342	67.191	0.014883	496.74	544.34	2.0985	1.7688	4.2545	221.83	1.7113	10.453	0.029260
285.77	32.014	365.69	0.0027345	286.79	295.55	1.2277	1.6908	4.4806	452.66	0.13495	47.985	0.080653	0.0017290	67.290	0.014861	496.72	544.29	2.0981	1.7695	4.2623	221.78	1.7107	10.458	0.029289
285.82	32.048	365.54	0.0027356	286.97	295.73	1.2283	1.6911	4.4857	452.16	0.13534	47.947	0.080616	0.0017238	67.390	0.014839	496.69	544.25	2.0978	1.7701	4.2701	221.72	1.7102	10.464	0.029318
285.87	32.081	365.40	0.0027368	287.14	295.92	1.2289	1.6914	4.4908	451.66	0.13573	47.908	0.080579	0.0017186	67.489	0.014817	496.67	544.20	2.0975	1.7708	4.2779	221.67	1.7097	10.470	0.029347
285.91	32.115	365.25	0.0027379	287.32	296.11	1.2296	1.6918	4.4960	451.16	0.13613	47.869	0.080543	0.0017134	67.589	0.014795	496.64	544.16	2.0971	1.7715	4.2857	221.61	1.7091	10.475	0.029377
285.96	32.148	365.10	0.0027390	287.50	296.30	1.2302	1.6921	4.5012	450.65	0.13653	47.831	0.080506	0.0017082	67.689	0.014774	496.62	544.11	2.0968	1.7721	4.2936	221.56	1.7086	10.481	0.029406
286.01	32.182	364.95	0.0027401	287.67	296.49	1.2308	1.6925	4.5063	450.15	0.13693	47.792	0.080469	0.0017031	67.789	0.014752	496.59	544.06	2.0965	1.7728	4.3016	221.50	1.7081	10.487	0.029436
286.05	32.216	364.80	0.0027412	287.85	296.68	1.2315	1.6928	4.5116	449.65	0.13733	47.753	0.080433	0.0016979	67.889	0.014730	496.56	544.02	2.0961	1.7735	4.3095	221.45	1.7075	10.492	0.029465
286.10	32.249	364.65	0.0027424	288.03	296.87	1.2321	1.6932	4.5168	449.14	0.13773	47.714	0.080396	0.0016927	67.989	0.014708	496.54	543.97	2.0958	1.7741	4.3176	221.39	1.7070	10.498	0.029495
286.15	32.283	364.50	0.0027435	288.20	297.06	1.2327	1.6935	4.5221	448.64	0.13813	47.676	0.080359	0.0016875	68.090	0.014686	496.51	543.92	2.0954	1.7748	4.3256	221.34	1.7064	10.504	0.029525
286.19	32.317	364.35	0.0027446	288.38	297.25	1.2334	1.6939	4.5273	448.14	0.13853	47.637	0.080322	0.0016823	68.191	0.014665	496.49	543.88	2.0951	1.7755	4.3337	221.28	1.7059	10.509	0.029555
286.24	32.350	364.20	0.0027458	288.56	297.44	1.2340	1.6942	4.5327	447.63	0.13894	47.598	0.080286	0.0016772	68.292	0.014643	496.46	543.83	2.0948	1.7761	4.3418	221.22	1.7054	10.515	0.029585
286.29	32.384	364.05	0.0027469	288.74	297.63	1.2346	1.6946	4.5380	447.13	0.13935	47.559	0.080249	0.0016720	68.393	0.014621	496.43	543.78	2.0944	1.7768	4.3500	221.17	1.7048	10.521	0.029615
286.33	32.418	363.90	0.0027480	288.91	297.82	1.2353	1.6949	4.5433	446.62	0.13976	47.520	0.080212	0.0016668	68.495	0.014600	496.41	543.74	2.0941	1.7775	4.3582	221.11	1.7043	10.527	0.029645
286.38	32.452	363.75	0.0027492	289.09	298.01	1.2359	1.6953	4.5487	446.12	0.14017	47.482	0.080176	0.0016617	68.597	0.014578	496.38	543.69	2.0938	1.7782	4.3665	221.06	1.7037	10.532	0.029675
286.43	32.486	363.59	0.0027503	289.27	298.20	1.2365	1.6957	4.5541	445.61	0.14058	47.443	0.080139	0.0016565	68.699	0.014556	496.35	543.64	2.0934	1.7788	4.3748	221.00	1.7032	10.538	0.029705
286.47	32.520	363.44	0.0027515	289.45	298.39	1.2372	1.6960	4.5596	445.11	0.14099	47.404	0.080102	0.0016513	68.801	0.014535	496.32	543.59	2.0931	1.7795	4.3831	220.95	1.7026	10.544	0.029736
286.52	32.553	363.29	0.0027526	289.62	298.58	1.2378	1.6964	4.5650	444.60	0.14140	47.365	0.080065	0.0016462	68.903	0.014513	496.30	543.54	2.0927	1.7802	4.3915	220.89	1.7021	10.550	0.029766
286.57	32.587	363.14	0.0027538	289.80	298.78	1.2384	1.6967	4.5705	444.09	0.14182	47.326	0.080029	0.0016410	69.006	0.014492	496.27	543.49	2.0924	1.7809	4.3999	220.83	1.7016	10.556	0.029797
286.61	32.621	362.99	0.0027549	289.98	298.97	1.2391	1.6971	4.5760	443.58	0.14224	47.287	0.079992	0.0016359	69.109	0.014470	496.24	543.44	2.0920	1.7816	4.4084	220.78	1.7010	10.562	0.029828
286.66	32.655	362.84	0.0027561	290.16	299.16	1.2397	1.6975	4.5816	443.08	0.14266	47.248	0.079955	0.0016307	69.212	0.014448	496.21	543.40	2.0917	1.7823	4.4169	220.72	1.7005	10.567	0.029859
286.71	32.689	362.68	0.0027572	290.34	299.35	1.2403	1.6978	4.5871	442.57	0.14308	47.209	0.079919	0.0016256	69.315	0.014427	496.19	543.35	2.0914	1.7829	4.4254	220.66	1.6999	10.573	0.029889
286.75	32.723	362.53	0.0027584	290.52	299.54	1.2410	1.6982	4.5927	442.06	0.14350	47.170	0.079882	0.0016205	69.418	0.014405	496.16	543.30	2.0910	1.7836	4.4340	220.61	1.6994	10.579	0.029920
286.80	32.758	362.38	0.0027596	290.69	299.73	1.2416	1.6986	4.5984	441.55	0.14392	47.132	0.079845	0.0016153	69.522	0.014384	496.13	543.25	2.0907	1.7843	4.4427	220.55	1.6988	10.585	0.029952
286.85	32.792	362.22	0.0027607	290.87	299.93	1.2422	1.6989	4.6040	441.04	0.14435	47.093	0.079809	0.0016102	69.626	0.014362	496.10	543.20	2.0903	1.7850	4.4513	220.50	1.6982	10.591	0.029983
286.89	32.826	362.07	0.0027619	291.05	300.12	1.2429	1.6993	4.6097	440.53	0.14477	47.054	0.079772	0.0016051	69.730	0.014341	496.07	543.15	2.0900	1.7857	4.4601	220.44	1.6977	10.597	0.030014
286.94	32.860	361.92	0.0027631	291.23	300.31	1.2435	1.6997	4.6154	440.02	0.14520	47.015	0.079735	0.0015999	69.834	0.014320	496.04	543.10	2.0896	1.7864	4.4688	220.38	1.6971	10.603	0.030045
286.99	32.894	361.76	0.0027642	291.41	300.50	1.2442	1.7000	4.6211	439.51	0.14563	46.976	0.079699	0.0015948	69.939	0.014298	496.01	543.05	2.0893	1.7871	4.4777	220.32	1.6966	10.609	0.030077
287.03	32.928	361.61	0.0027654	291.59	300.70	1.2448	1.7004	4.6269	439.00	0.14606	46.937	0.079662	0.0015897	70.044	0.014277	495.98	542.99	2.0889	1.7878	4.4865	220.27	1.6960	10.615	0.030109
287.08	32.963	361.45	0.0027666	291.77	300.89	1.2454	1.7008	4.6326	438.49	0.14650	46.898	0.079625	0.0015846	70.149	0.014255	495.95	542.94	2.0886	1.7885	4.4954	220.21	1.6955	10.621	0.030140
287.13	32.997	361.30	0.0027678	291.95	301.08	1.2461	1.7011	4.6384	437.98	0.14693	46.859	0.079589	0.0015795	70.254	0.014234	495.92	542.89	2.0882	1.7892	4.5044	220.15	1.6949	10.627	0.030172
287.17	33.031	361.15	0.0027690	292.13	301.28	1.2467	1.7015	4.6443	437.47	0.14737	46.819	0.079552	0.0015744	70.360	0.014213	495.89	542.84	2.0879	1.7899	4.5134	220.10	1.6943	10.633	0.030204
287.22	33.065	360.99	0.0027702	292.31	301.47	1.2474	1.7019	4.6502	436.96	0.14780	46.780	0.079515	0.0015693	70.465	0.014191	495.86	542.79	2.0875	1.7906	4.5224	220.04	1.6938	10.639	0.030236
287.27	33.100	360.84	0.0027713	292.49	301.66	1.2480	1.7023	4.6561	436.44	0.14824	46.741	0.079479	0.0015642	70.571	0.014170	495.83	542.74	2.0872	1.7913	4.5315	219.98	1.6932	10.645	0.030268
287.31	33.134	360.68	0.0027725	292.67	301.86	1.2486	1.7027	4.6620	435.93	0.14868	46.702	0.079442	0.0015591	70.677	0.014149	495.80	542.68	2.0868	1.7920	4.5407	219.93	1.6927	10.651	0.030300
287.36	33.168	360.52	0.0027737	292.85	302.05	1.2493	1.7030	4.6679	435.42	0.14913	46.663	0.079406	0.0015540	70.784	0.014128	495.77	542.63	2.0865	1.7927	4.5498	219.87	1.6921	10.657	0.030332
287.41	33.203	360.37	0.0027749	293.03	302.24	1.2499	1.7034	4.6739	434.90	0.14957	46.624	0.079369	0.0015489	70.891	0.014106	495.74	542.58	2.0861	1.7934	4.5591	219.81	1.6915	10.663	0.030365
287.45	33.237	360.21	0.0027761	293.21	302.44	1.2506	1.7038	4.6799	434.39	0.15002	46.585	0.079332	0.0015438	70.997	0.014085	495.71	542.53	2.0858	1.7941	4.5684	219.75	1.6910	10.669	0.030397
287.50	33.272	360.06	0.0027773	293.39	302.63	1.2512	1.7042	4.6860	433.88	0.15046	46.546	0.079296	0.0015387	71.105	0.014064	495.68	542.47	2.0854	1.7948	4.5777	219.70	1.6904	10.676	0.030430
287.55	33.306	359.90	0.0027786	293.57	302.83	1.2518	1.7046	4.6921	433.36	0.15091	46.506	0.079259	0.0015336	71.212	0.014043	495.65	542.42	2.0851	1.7955	4.5871	219.64	1.6898	10.682	0.030463
287.59	33.341	359.74	0.0027798	293.75	303.02	1.2525	1.7050	4.6982	432.85	0.15136	46.467	0.079222	0.0015285	71.319	0.014021	495.62	542.37	2.0847	1.7963	4.5965	219.58	1.6893	10.688	0.030495
287.64	33.375	359.59	0.0027810	293.93	303.22	1.2531	1.7053	4.7043	432.33	0.15181	46.428	0.079186	0.0015234	71.427	0.014000	495.59	542.31	2.0844	1.7970	4.6060	219.52	1.6887	10.694	0.030528
287.69	33.410	359.43	0.0027822	294.12	303.41	1.2538	1.7057	4.7105	431.81	0.15227	46.389	0.079149	0.0015184	71.535	0.013979	495.55	542.26	2.0840	1.7977	4.6155	219.46	1.6881	10.700	0.030561
287.73	33.445	359.27	0.0027834	294.30	303.61	1.2544	1.7061	4.7167	431.30	0.15272	46.350	0.079113	0.0015133	71.644	0.013958	495.52	542.20	2.0837	1.7984	4.6251	219.41	1.6875	10.707	0.030595
287.78	33.479	359.11	0.0027846	294.48	303.80	1.2551	1.7065	4.7229	430.78	0.15318	46.310	0.079076	0.0015082	71.752	0.013937	495.49	542.15	2.0833	1.7991	4.6348	219.35	1.6870	10.713	0.030628
287.83	33.514	358.96	0.0027859	294.66	304.00	1.2557	1.7069	4.7292	430.26	0.15364	46.271	0.079040	0.0015032	71.861	0.013916	495.46	542.09	2.0829	1.7998	4.6445	219.29	1.6864	10.719	0.030661
287.87	33.549	358.80	0.0027871	294.84	304.19	1.2564	1.7073	4.7355	429.75	0.15410	46.232	0.079003	0.0014981	71.970	0.013895	495.42	542.04	2.0826	1.8006	4.6542	219.23	1.6858	10.725	0.030695
287.92	33.583	358.64	0.0027883	295.02	304.39	1.2570	1.7077	4.7418	429.23	0.15456	46.192	0.078966	0.0014930	72.079	0.013874	495.39	541.98	2.0822	1.8013	4.6640	219.17	1.6852	10.732	0.030728
287.97	33.618	358.48	0.0027896	295.21	304.58	1.2576	1.7081	4.7482	428.71	0.15503	46.153	0.078930	0.0014880	72.189	0.013853	495.36	541.93	2.0819	1.8020	4.6739	219.12	1.6847	10.738	0.030762
288.01	33.653	358.32	0.0027908	295.39	304.78	1.2583	1.7085	4.7545	428.19	0.15550	46.114	0.078893	0.0014829	72.298	0.013832	495.33	541.87	2.0815	1.8027	4.6838	219.06	1.6841	10.744	0.030796
288.06	33.688	358.16	0.0027920	295.57	304.98	1.2589	1.7089	4.7610	427.67	0.15596	46.074	0.078857	0.0014779	72.408	0.013811	495.29	541.82	2.0811	1.8035	4.6937	219.00	1.6835	10.750	0.030830
288.11	33.723	358.00	0.0027933	295.75	305.17	1.2596	1.7093	4.7674	427.15	0.15643	46.035	0.078820	0.0014728	72.519	0.013790	495.26	541.76	2.0808	1.8042	4.7037	218.94	1.6829	10.757	0.030864
288.15	33.757	357.84	0.0027945	295.94	305.37	1.2602	1.7097	4.7739	426.63	0.15690	45.996	0.078784	0.0014678	72.629	0.013769	495.22	541.70	2.0804	1.8049	4.7138	218.88	1.6823	10.763	0.030898
288.20	33.792	357.68	0.0027958	296.12	305.57	1.2609	1.7101	4.7805	426.11	0.15738	45.956	0.078747	0.0014628	72.740	0.013748	495.19	541.65	2.0800	1.8057	4.7239	218.82	1.6817	10.770	0.030932
288.25	33.827	357.52	0.0027970	296.30	305.76	1.2615	1.7105	4.7870	425.59	0.15785	45.917	0.078711	0.0014577	72.851	0.013727	495.16	541.59	2.0797	1.8064	4.7341	218.77	1.6812	10.776	0.030966
288.29	33.862	357.36	0.0027983	296.48	305.96	1.2622	1.7109	4.7936	425.07	0.15833	45.877	0.078674	0.0014527	72.962	0.013706	495.12	541.53	2.0793	1.8071	4.7444	218.71	1.6806	10.782	0.031001
288.34	33.897	357.20	0.0027995	296.67	306.16	1.2628	1.7113	4.8002	424.55	0.15881	45.838	0.078637	0.0014477	73.074	0.013685	495.09	541.48	2.0790	1.8079	4.7546	218.65	1.6800	10.789	0.031035
288.39	33.932	357.04	0.0028008	296.85	306.35	1.2635	1.7117	4.8069	424.02	0.15929	45.798	0.078601	0.0014426	73.185	0.013664	495.05	541.42	2.0786	1.8086	4.7650	218.59	1.6794	10.795	0.031070
288.43	33.967	356.88	0.0028021	297.03	306.55	1.2641	1.7122	4.8136	423.50	0.15977	45.759	0.078564	0.0014376	73.297	0.013643	495.02	541.36	2.0782	1.8093	4.7754	218.53	1.6788	10.802	0.031105
288.48	34.002	356.72	0.0028033	297.22	306.75	1.2648	1.7126	4.8203	422.98	0.16026	45.719	0.078528	0.0014326	73.410	0.013622	494.98	541.30	2.0779	1.8101	4.7859	218.47	1.6782	10.808	0.031140
288.53	34.037	356.56	0.0028046	297.40	306.95	1.2654	1.7130	4.8271	422.45	0.16074	45.680	0.078492	0.0014276	73.522	0.013601	494.95	541.24	2.0775	1.8108	4.7964	218.41	1.6776	10.815	0.031175
288.57	34.072	356.39	0.0028059	297.59	307.15	1.2661	1.7134	4.8339	421.93	0.16123	45.640	0.078455	0.0014226	73.635	0.013581	494.91	541.18	2.0771	1.8116	4.8070	218.35	1.6770	10.821	0.031210
288.62	34.108	356.23	0.0028072	297.77	307.34	1.2667	1.7138	4.8408	421.41	0.16172	45.601	0.078419	0.0014176	73.748	0.013560	494.88	541.13	2.0767	1.8123	4.8176	218.29	1.6764	10.828	0.031246
288.67	34.143	356.07	0.0028084	297.95	307.54	1.2674	1.7142	4.8477	420.88	0.16221	45.561	0.078382	0.0014126	73.861	0.013539	494.84	541.07	2.0764	1.8131	4.8283	218.23	1.6758	10.834	0.031281
288.71	34.178	355.91	0.0028097	298.14	307.74	1.2681	1.7147	4.8546	420.36	0.16271	45.521	0.078346	0.0014076	73.975	0.013518	494.80	541.01	2.0760	1.8138	4.8391	218.17	1.6752	10.841	0.031317
288.76	34.213	355.74	0.0028110	298.32	307.94	1.2687	1.7151	4.8615	419.83	0.16320	45.482	0.078309	0.0014026	74.089	0.013497	494.77	540.95	2.0756	1.8146	4.8499	218.11	1.6746	10.847	0.031352
288.81	34.248	355.58	0.0028123	298.51	308.14	1.2694	1.7155	4.8685	419.30	0.16370	45.442	0.078273	0.0013976	74.203	0.013477	494.73	540.89	2.0753	1.8153	4.8608	218.05	1.6740	10.854	0.031388
288.85	34.284	355.42	0.0028136	298.69	308.34	1.2700	1.7159	4.8756	418.78	0.16420	45.402	0.078236	0.0013926	74.317	0.013456	494.69	540.83	2.0749	1.8161	4.8718	218.00	1.6734	10.861	0.031424
288.90	34.319	355.25	0.0028149	298.88	308.54	1.2707	1.7164	4.8826	418.25	0.16470	45.363	0.078200	0.0013876	74.432	0.013435	494.66	540.77	2.0745	1.8168	4.8828	217.94	1.6728	10.867	0.031460
288.95	34.354	355.09	0.0028162	299.06	308.74	1.2713	1.7168	4.8897	417.72	0.16520	45.323	0.078163	0.0013826	74.547	0.013414	494.62	540.71	2.0741	1.8176	4.8939	217.88	1.6722	10.874	0.031496
288.99	34.390	354.93	0.0028175	299.25	308.94	1.2720	1.7172	4.8969	417.20	0.16571	45.283	0.078127	0.0013776	74.662	0.013394	494.58	540.64	2.0738	1.8183	4.9050	217.82	1.6716	10.881	0.031533
289.04	34.425	354.76	0.0028188	299.43	309.14	1.2726	1.7177	4.9041	416.67	0.16622	45.244	0.078091	0.0013727	74.777	0.013373	494.55	540.58	2.0734	1.8191	4.9163	217.76	1.6710	10.887	0.031569
289.09	34.461	354.60	0.0028201	299.62	309.34	1.2733	1.7181	4.9113	416.14	0.16673	45.204	0.078054	0.0013677	74.893	0.013352	494.51	540.52	2.0730	1.8199	4.9275	217.70	1.6704	10.894	0.031606
289.13	34.496	354.43	0.0028214	299.80	309.54	1.2740	1.7185	4.9186	415.61	0.16724	45.164	0.078018	0.0013627	75.009	0.013332	494.47	540.46	2.0726	1.8206	4.9389	217.64	1.6698	10.901	0.031642
289.18	34.531	354.27	0.0028227	299.99	309.74	1.2746	1.7190	4.9259	415.08	0.16775	45.124	0.077982	0.0013577	75.125	0.013311	494.43	540.40	2.0723	1.8214	4.9503	217.57	1.6692	10.908	0.031679
289.23	34.567	354.10	0.0028241	300.18	309.94	1.2753	1.7194	4.9332	414.55	0.16827	45.084	0.077945	0.0013528	75.242	0.013291	494.39	540.34	2.0719	1.8222	4.9618	217.51	1.6686	10.914	0.031716
289.27	34.602	353.93	0.0028254	300.36	310.14	1.2759	1.7198	4.9406	414.02	0.16879	45.045	0.077909	0.0013478	75.358	0.013270	494.36	540.27	2.0715	1.8229	4.9733	217.45	1.6679	10.921	0.031753
289.32	34.638	353.77	0.0028267	300.55	310.34	1.2766	1.7203	4.9481	413.49	0.16931	45.005	0.077872	0.0013429	75.475	0.013249	494.32	540.21	2.0711	1.8237	4.9849	217.39	1.6673	10.928	0.031790
289.37	34.674	353.60	0.0028280	300.74	310.54	1.2773	1.7207	4.9555	412.96	0.16983	44.965	0.077836	0.0013379	75.593	0.013229	494.28	540.15	2.0707	1.8245	4.9966	217.33	1.6667	10.935	0.031828
289.41	34.709	353.43	0.0028294	300.92	310.74	1.2779	1.7212	4.9630	412.42	0.17035	44.925	0.077800	0.0013330	75.710	0.013208	494.24	540.08	2.0704	1.8253	5.0084	217.27	1.6661	10.942	0.031865
289.46	34.745	353.27	0.0028307	301.11	310.94	1.2786	1.7216	4.9706	411.89	0.17088	44.885	0.077764	0.0013280	75.828	0.013188	494.20	540.02	2.0700	1.8260	5.0202	217.21	1.6655	10.948	0.031903
289.51	34.781	353.10	0.0028321	301.30	311.15	1.2792	1.7221	4.9782	411.36	0.17141	44.845	0.077727	0.0013231	75.946	0.013167	494.16	539.96	2.0696	1.8268	5.0321	217.15	1.6648	10.955	0.031941
289.55	34.816	352.93	0.0028334	301.48	311.35	1.2799	1.7225	4.9859	410.83	0.17194	44.805	0.077691	0.0013181	76.065	0.013147	494.12	539.89	2.0692	1.8276	5.0440	217.09	1.6642	10.962	0.031979
289.60	34.852	352.77	0.0028347	301.67	311.55	1.2806	1.7230	4.9935	410.29	0.17247	44.765	0.077655	0.0013132	76.184	0.013126	494.08	539.83	2.0688	1.8284	5.0561	217.03	1.6636	10.969	0.032017
289.65	34.888	352.60	0.0028361	301.86	311.75	1.2812	1.7234	5.0013	409.76	0.17301	44.725	0.077618	0.0013083	76.303	0.013106	494.04	539.76	2.0684	1.8292	5.0682	216.97	1.6630	10.976	0.032055
289.69	34.924	352.43	0.0028375	302.05	311.96	1.2819	1.7239	5.0091	409.22	0.17354	44.685	0.077582	0.0013034	76.422	0.013085	494.00	539.70	2.0680	1.8299	5.0804	216.91	1.6623	10.983	0.032093
289.74	34.959	352.26	0.0028388	302.23	312.16	1.2826	1.7243	5.0169	408.69	0.17408	44.645	0.077546	0.0012984	76.542	0.013065	493.96	539.63	2.0677	1.8307	5.0926	216.85	1.6617	10.990	0.032132
289.79	34.995	352.09	0.0028402	302.42	312.36	1.2832	1.7248	5.0248	408.15	0.17462	44.605	0.077510	0.0012935	76.662	0.013044	493.92	539.57	2.0673	1.8315	5.1050	216.78	1.6611	10.997	0.032170
289.83	35.031	351.92	0.0028415	302.61	312.56	1.2839	1.7253	5.0327	407.62	0.17517	44.565	0.077473	0.0012886	76.782	0.013024	493.88	539.50	2.0669	1.8323	5.1174	216.72	1.6605	11.004	0.032209
289.88	35.067	351.75	0.0028429	302.80	312.77	1.2846	1.7257	5.0406	407.08	0.17571	44.524	0.077437	0.0012837	76.902	0.013004	493.83	539.43	2.0665	1.8331	5.1298	216.66	1.6598	11.011	0.032248
289.93	35.103	351.58	0.0028443	302.99	312.97	1.2852	1.7262	5.0486	406.54	0.17626	44.484	0.077401	0.0012788	77.023	0.012983	493.79	539.37	2.0661	1.8339	5.1424	216.60	1.6592	11.018	0.032287
289.97	35.139	351.41	0.0028457	303.18	313.17	1.2859	1.7267	5.0567	406.01	0.17681	44.444	0.077365	0.0012739	77.144	0.012963	493.75	539.30	2.0657	1.8347	5.1550	216.54	1.6585	11.025	0.032326
290.02	35.175	351.24	0.0028470	303.36	313.38	1.2866	1.7271	5.0648	405.47	0.17736	44.404	0.077329	0.0012690	77.266	0.012942	493.71	539.23	2.0653	1.8355	5.1678	216.48	1.6579	11.032	0.032366
290.07	35.211	351.07	0.0028484	303.55	313.58	1.2872	1.7276	5.0730	404.93	0.17792	44.364	0.077293	0.0012641	77.387	0.012922	493.67	539.17	2.0649	1.8363	5.1806	216.42	1.6573	11.040	0.032405
290.11	35.247	350.90	0.0028498	303.74	313.79	1.2879	1.7281	5.0812	404.39	0.17848	44.323	0.077256	0.0012592	77.509	0.012902	493.62	539.10	2.0645	1.8371	5.1934	216.35	1.6566	11.047	0.032445
290.16	35.283	350.73	0.0028512	303.93	313.99	1.2886	1.7286	5.0894	403.85	0.17904	44.283	0.077220	0.0012543	77.632	0.012881	493.58	539.03	2.0641	1.8379	5.2064	216.29	1.6560	11.054	0.032485
290.21	35.319	350.56	0.0028526	304.12	314.20	1.2892	1.7290	5.0977	403.31	0.17960	44.243	0.077184	0.0012494	77.754	0.012861	493.54	538.96	2.0637	1.8387	5.2194	216.23	1.6553	11.061	0.032524
290.25	35.355	350.38	0.0028540	304.31	314.40	1.2899	1.7295	5.1060	402.77	0.18016	44.202	0.077148	0.0012445	77.877	0.012841	493.49	538.89	2.0633	1.8395	5.2326	216.17	1.6547	11.068	0.032565
290.30	35.391	350.21	0.0028554	304.50	314.61	1.2906	1.7300	5.1144	402.23	0.18073	44.162	0.077112	0.0012396	78.000	0.012820	493.45	538.82	2.0629	1.8403	5.2458	216.11	1.6540	11.076	0.032605
290.35	35.428	350.04	0.0028568	304.69	314.81	1.2913	1.7305	5.1229	401.69	0.18130	44.122	0.077076	0.0012348	78.124	0.012800	493.41	538.75	2.0625	1.8411	5.2590	216.04	1.6534	11.083	0.032645
290.39	35.464	349.87	0.0028582	304.88	315.02	1.2919	1.7310	5.1314	401.15	0.18187	44.081	0.077040	0.0012299	78.248	0.012780	493.36	538.69	2.0621	1.8420	5.2724	215.98	1.6527	11.090	0.032686
290.44	35.500	349.69	0.0028596	305.07	315.22	1.2926	1.7314	5.1399	400.61	0.18244	44.041	0.077004	0.0012250	78.372	0.012760	493.32	538.62	2.0617	1.8428	5.2859	215.92	1.6521	11.097	0.032727
290.49	35.536	349.52	0.0028611	305.26	315.43	1.2933	1.7319	5.1486	400.06	0.18302	44.000	0.076968	0.0012202	78.496	0.012739	493.27	538.55	2.0613	1.8436	5.2994	215.86	1.6514	11.105	0.032767
290.53	35.573	349.35	0.0028625	305.45	315.64	1.2939	1.7324	5.1572	399.52	0.18360	43.960	0.076932	0.0012153	78.621	0.012719	493.23	538.47	2.0609	1.8444	5.3130	215.79	1.6508	11.112	0.032808
290.58	35.609	349.17	0.0028639	305.64	315.84	1.2946	1.7329	5.1659	398.98	0.18418	43.919	0.076896	0.0012105	78.746	0.012699	493.18	538.40	2.0605	1.8452	5.3268	215.73	1.6501	11.119	0.032850
290.63	35.645	349.00	0.0028654	305.83	316.05	1.2953	1.7334	5.1747	398.43	0.18476	43.879	0.076860	0.0012056	78.872	0.012679	493.14	538.33	2.0601	1.8461	5.3406	215.67	1.6495	11.127	0.032891
290.67	35.682	348.82	0.0028668	306.03	316.25	1.2960	1.7339	5.1835	397.89	0.18535	43.838	0.076824	0.0012008	78.997	0.012659	493.09	538.26	2.0597	1.8469	5.3545	215.60	1.6488	11.134	0.032933
290.72	35.718	348.65	0.0028682	306.22	316.46	1.2966	1.7344	5.1924	397.34	0.18594	43.798	0.076788	0.0011959	79.123	0.012639	493.05	538.19	2.0593	1.8477	5.3685	215.54	1.6481	11.142	0.032974
290.77	35.754	348.47	0.0028697	306.41	316.67	1.2973	1.7349	5.2013	396.80	0.18653	43.757	0.076752	0.0011911	79.250	0.012618	493.00	538.12	2.0589	1.8485	5.3825	215.48	1.6475	11.149	0.033016
290.81	35.791	348.30	0.0028711	306.60	316.88	1.2980	1.7354	5.2103	396.25	0.18712	43.716	0.076716	0.0011862	79.376	0.012598	492.96	538.05	2.0585	1.8494	5.3967	215.42	1.6468	11.157	0.033058
290.86	35.827	348.12	0.0028726	306.79	317.08	1.2987	1.7359	5.2193	395.70	0.18772	43.676	0.076680	0.0011814	79.503	0.012578	492.91	537.97	2.0581	1.8502	5.4110	215.35	1.6461	11.164	0.033100
290.91	35.864	347.94	0.0028740	306.98	317.29	1.2994	1.7364	5.2284	395.16	0.18832	43.635	0.076644	0.0011766	79.631	0.012558	492.86	537.90	2.0577	1.8510	5.4253	215.29	1.6455	11.172	0.033143
290.95	35.901	347.77	0.0028755	307.18	317.50	1.3000	1.7369	5.2376	394.61	0.18892	43.594	0.076608	0.0011717	79.758	0.012538	492.82	537.83	2.0573	1.8519	5.4398	215.23	1.6448	11.179	0.033185
291.00	35.937	347.59	0.0028770	307.37	317.71	1.3007	1.7374	5.2468	394.06	0.18953	43.553	0.076573	0.0011669	79.886	0.012518	492.77	537.75	2.0569	1.8527	5.4543	215.16	1.6441	11.187	0.033228
291.05	35.974	347.41	0.0028784	307.56	317.92	1.3014	1.7380	5.2561	393.51	0.19013	43.513	0.076537	0.0011621	80.015	0.012498	492.72	537.68	2.0565	1.8536	5.4690	215.10	1.6434	11.194	0.033271
291.09	36.010	347.23	0.0028799	307.76	318.13	1.3021	1.7385	5.2654	392.96	0.19074	43.472	0.076501	0.0011573	80.143	0.012478	492.67	537.61	2.0561	1.8544	5.4837	215.04	1.6428	11.202	0.033314
